State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
South Dakota,2022,2,13500,177000,4200,0.02,2000,19000,0.11,0.474,0.316,0,0.026,0.139,0.014
South Dakota,2023,2,13000,146000,2600,0.02,11500,26000,0.18,0.136,0.072,0.005,0.06,0.013,0.009
South Dakota,2024,2,16500,183000,5500,0.03,16500,1900,0.01,0.7,0.636,0.005,0.238,0.65,0.005
Tennessee,2015,2,7500,7500,730,0.1,3600,920,0.12,0.478,0.263,0.018,0.098,0.026,0.03
Tennessee,2016,2,8000,8000,580,0.07,3900,200,0.03,0.409,0.227,0.001,0.004,0.091,0.026
Tennessee,2017,2,8500,9000,1300,0.14,2600,1500,0.17,0.534,0.255,0.01,0.031,0.106,0.039
Tennessee,2018,2,8000,8000,1200,0.15,3800,1300,0.16,0.3,0.229,0.03,0.034,0.062,0.025
Tennessee,2020,2,13500,13500,1200,0.09,4200,3200,0.24,0.312,0.078,0.005,0.068,0.033,0.03
Tennessee,2021,2,12000,12000,720,0.06,4800,3400,0.28,0.224,0.103,0.005,0.024,0.031,0.005
Tennessee,2022,2,9500,11500,4400,0.38,9000,1200,0.1,0.309,0.237,0.01,0.005,0.244,0.017
Tennessee,2023,2,12500,13500,920,0.07,3900,2500,0.19,0.133,0.016,0,0.005,0.028,0.018
Tennessee,2024,2,10500,12000,800,0.07,1400,670,0.06,0.541,0.053,0,0.007,0.051,0.03
Texas,2015,2,305000,315000,33000,0.11,76000,94000,0.3,0.193,0.229,0.025,0.066,0.074,0.03
Texas,2016,2,340000,350000,36000,0.1,74000,54000,0.15,0.261,0.09,0.075,0.024,0.074,0.037
Texas,2017,2,345000,350000,28000,0.08,43000,148000,0.42,0.287,0.168,0.015,0.124,0.028,0.014
Texas,2018,2,305000,315000,38000,0.12,79000,71000,0.23,0.265,0.177,0.081,0.045,0.085,0.146
Texas,2020,2,360000,385000,35000,0.09,15000,136000,0.35,0.302,0.077,0.033,0.046,0.057,0.058
Texas,2021,2,365000,425000,74000,0.17,67000,72000,0.17,0.381,0.034,0,0.115,0.057,0.005
Texas,2022,2,345000,415000,46000,0.11,42000,113000,0.27,0.372,0.286,0.005,0.006,0.051,0.009
Texas,2023,2,340000,360000,16500,0.05,85000,119000,0.33,0.481,0.436,0.112,0.125,0.309,0.105
Texas,2024,2,285000,295000,43000,0.15,98000,173000,0.59,0.6,0.524,0.005,0.016,0.055,0.006
Utah,2015,2,24000,27000,3400,0.13,10000,3900,0.14,0.272,0.108,0.015,0.123,0.056,0.012
Utah,2016,2,14500,25000,4800,0.19,12000,7000,0.28,0.23,0.001,0.018,0.073,0.034,0.008
Utah,2017,2,21000,31000,2700,0.09,12500,10000,0.32,0.367,0.013,0.003,0.001,0.126,0
Utah,2018,2,14500,26000,1900,0.07,9500,4100,0.16,0.435,0.037,0.02,0.017,0.014,0.019
Utah,2020,2,21000,31000,2800,0.09,8500,13000,0.42,0.384,0,0.005,0.131,0.005,0.077
Utah,2021,2,20000,31000,3800,0.12,9500,3700,0.12,0.4,0.257,0.103,0.187,0.005,0.014
Utah,2022,2,23000,29000,4600,0.16,8500,5000,0.17,0.401,0.008,0.069,0.079,0.238,0.083
Utah,2023,2,15500,18500,3700,0.2,9500,2500,0.14,0.55,0.336,0.255,0.28,0.286,0.005
Utah,2024,2,16500,20000,1500,0.08,4400,2000,0.1,0.096,0.005,0.024,0.012,0.007,0.088
Vermont,2015,2,6000,6000,100,0.02,580,50,0.01,0.037,0.019,0.001,0.005,0.013,0.001
Vermont,2016,2,5000,6500,20,0.005,480,30,0.005,0.026,0.001,0.001,0,0.003,0.001
Vermont,2017,2,6000,8000,170,0.02,390,190,0.02,0.033,0.003,0.003,0,0.002,0.005
Vermont,2018,2,5500,6500,520,0.08,2600,140,0.02,0.218,0.015,0.007,0.167,0.018,0.001
Vermont,2020,2,7000,7000,200,0.03,680,110,0.02,0.107,0.005,0.001,0,0.011,0
Vermont,2021,2,7000,7000,40,0.01,770,570,0.08,0.281,0.008,0.005,0,0.015,0
Vermont,2022,2,7500,8500,150,0.02,3300,160,0.02,0.212,0.015,0,0.007,0.013,0.005
Vermont,2023,2,9500,9500,160,0.02,990,210,0.02,0.097,0.005,0,0.008,0.005,0.012
Vermont,2024,2,8000,8000,130,0.02,270,320,0.04,0.056,0.011,0.011,0,0.005,0.005
Virginia,2015,2,7500,7500,270,0.04,2100,430,0.06,0.262,0.13,0.018,0.002,0.03,0.045
Virginia,2016,2,6000,6500,230,0.04,2200,480,0.07,0.231,0.042,0.068,0.06,0.073,0.029
Virginia,2017,2,8500,9500,1000,0.11,3100,1100,0.12,0.187,0.18,0.009,0.05,0.018,0.048
Virginia,2018,2,5000,6000,500,0.08,2600,700,0.12,0.227,0.188,0.032,0.013,0.231,0.015
Virginia,2020,2,7500,8000,1200,0.15,4800,1300,0.16,0.337,0.079,0.005,0.005,0.079,0.011
Virginia,2021,2,8000,8500,530,0.06,3100,820,0.1,0.133,0.063,0.036,0.021,0.027,0.037
Virginia,2022,2,9000,10500,580,0.06,2900,680,0.06,0.308,0.217,0.009,0.006,0.181,0.017
Virginia,2023,2,9000,10500,670,0.06,4000,1300,0.12,0.233,0.075,0.008,0,0.066,0.03
Virginia,2024,2,9000,9500,450,0.05,3000,2000,0.21,0.234,0.085,0.066,0.005,0.077,0.01
Washington,2015,2,105000,127000,5000,0.04,15000,13000,0.1,0.487,0.002,0.022,0.02,0.032,0.005
Washington,2016,2,91000,143000,6000,0.04,21000,11500,0.08,0.409,0.114,0.033,0.031,0.111,0.006
Washington,2017,2,75000,111000,7000,0.06,30000,20000,0.18,0.213,0.05,0.042,0.075,0.036,0.004
Washington,2018,2,55000,122000,7500,0.06,15500,19000,0.16,0.559,0.094,0.076,0.076,0.071,0.006
Washington,2020,2,50000,114000,3500,0.03,5000,3300,0.03,0.106,0.005,0.007,0.01,0.013,0.005
Washington,2021,2,66000,122000,2900,0.02,9500,2600,0.02,0.317,0.191,0.084,0.012,0.047,0.005
Washington,2022,2,97000,109000,14000,0.13,12500,23000,0.21,0.508,0.073,0.043,0.034,0.142,0.016
Washington,2023,2,87000,123000,4400,0.04,18500,15500,0.13,0.416,0.01,0.061,0.092,0.043,0.005
Washington,2024,2,106000,128000,35000,0.27,20000,24000,0.19,0.54,0.117,0.023,0.098,0.191,0.116
West Virginia,2015,2,4700,4700,570,0.12,2900,590,0.13,0.156,0.083,0.006,0.027,0.046,0.044
West Virginia,2016,2,7000,7000,990,0.14,2600,160,0.02,0.201,0.008,0.042,0,0.147,0.007
West Virginia,2017,2,7500,7500,370,0.05,4100,2500,0.33,0.116,0.016,0.018,0.004,0.037,0.016
West Virginia,2018,2,7000,7000,570,0.08,2300,550,0.08,0.138,0.075,0.009,0.029,0.136,0.079
West Virginia,2020,2,7500,7500,570,0.08,1600,1500,0.2,0.462,0.018,0.007,0.005,0.028,0.019
West Virginia,2021,2,8000,9000,170,0.02,1900,390,0.04,0.052,0.039,0.011,0,0.01,0.022
West Virginia,2022,2,5000,7500,260,0.03,2400,2600,0.35,0.131,0.074,0.036,0,0.01,0.009
West Virginia,2023,2,5500,6500,350,0.05,1300,1000,0.15,0.311,0.032,0.018,0,0.018,0.008
West Virginia,2024,2,6500,6500,380,0.06,1100,520,0.08,0.161,0.029,0.005,0.015,0.037,0.009
Wisconsin,2015,2,25000,65000,4600,0.07,10000,5500,0.09,0.353,0.056,0.01,0.082,0.152,0.023
Wisconsin,2016,2,18500,78000,5500,0.07,17500,3600,0.05,0.234,0.037,0.128,0.126,0.149,0.105
Wisconsin,2017,2,18000,65000,4000,0.06,13000,6500,0.1,0.138,0.017,0.017,0.022,0.032,0.003
Wisconsin,2018,2,26000,56000,6500,0.12,12000,7000,0.13,0.321,0.169,0.183,0.271,0.295,0.008
Wisconsin,2020,2,27000,55000,1700,0.03,14000,4600,0.08,0.461,0.273,0.25,0.251,0.258,0.261
Wisconsin,2021,2,42000,57000,2100,0.04,10000,7500,0.13,0.261,0.193,0.012,0.151,0.011,0.022
Wisconsin,2022,2,52000,62000,1600,0.03,7000,1300,0.02,0.269,0.146,0.049,0.118,0.096,0.06
Wisconsin,2023,2,15500,54000,570,0.01,5500,1300,0.02,0.572,0.098,0.478,0.492,0.502,0.468
Wisconsin,2024,2,55000,67000,3800,0.06,20000,11000,0.16,0.3,0.113,0.111,0.039,0.052,0.165
Wyoming,2015,2,12000,25000,3200,0.13,7500,5000,0.2,0.191,0.179,0.008,0.036,0.083,0.024
Wyoming,2016,2,6500,27000,2600,0.1,7500,580,0.02,0.071,0.026,0.012,0.006,0.025,0.008
Wyoming,2017,2,15000,30000,1300,0.04,6000,3500,0.12,0.341,0.035,0.126,0.028,0.057,0.019
Wyoming,2018,2,8500,28000,2300,0.08,5500,2200,0.08,0.096,0.001,0.021,0.021,0.027,0.037
Wyoming,2020,2,17500,30000,2000,0.07,4400,2100,0.07,0.288,0.005,0.001,0.011,0.035,0.012
Wyoming,2021,2,13500,30000,2700,0.09,7500,4900,0.16,0.083,0.009,0,0.069,0.015,0.024
Wyoming,2022,2,8000,26000,1900,0.07,4900,1800,0.07,0.126,0.025,0.051,0,0.03,0.01
Wyoming,2023,2,16500,19000,1400,0.07,5000,2200,0.12,0.172,0.109,0,0,0.023,0.025
Wyoming,2024,2,12000,21000,1400,0.07,7500,1800,0.09,0.124,0.013,0.005,0.005,0,0.026
Alabama,2015,3,8500,9000,1400,0.16,160,260,0.03,0.631,0.706,0.005,0.026,0.022,0.177
Alabama,2016,3,8000,8000,1200,0.15,440,50,0.01,0.117,0.42,0.005,0.038,0.032,0.138
Alabama,2017,3,7000,9500,900,0.09,690,530,0.06,0.695,0.221,0,0.354,0.075,0.039
Alabama,2018,3,8500,8500,1700,0.2,1600,1300,0.15,0.775,0.694,0.007,0.146,0.078,0.068
Alabama,2019,3,7000,7000,990,0.14,160,330,0.05,0.306,0.246,0.029,0.002,0.097,0.064
Alabama,2020,3,9000,19000,3700,0.19,1800,990,0.05,0.649,0.291,0,0.12,0.054,0.117
Alabama,2021,3,9500,9500,1400,0.15,950,280,0.03,0.374,0.259,0.009,0.11,0.163,0.019
Alabama,2022,3,14000,14000,1900,0.14,870,2000,0.14,0.707,0.257,0.005,0.042,0.055,0.04
Alabama,2023,3,15000,15000,2400,0.16,1200,2700,0.18,0.675,0.353,0.041,0.011,0.044,0.064
Arizona,2015,3,40000,40000,6000,0.15,4300,15500,0.39,0.535,0.248,0.054,0.173,0.076,0.051
Arizona,2016,3,30000,32000,6000,0.19,3200,2600,0.08,0.417,0.01,0.009,0.135,0.134,0.089
Arizona,2017,3,26000,26000,4100,0.16,5000,3200,0.12,0.198,0.004,0.005,0.011,0.124,0.063
Arizona,2018,3,31000,31000,8000,0.26,3200,3100,0.1,0.525,0.023,0.045,0.038,0.15,0.276
Arizona,2019,3,26000,30000,2000,0.07,5500,3800,0.13,0.29,0.099,0.027,0.114,0.132,0.006
Arizona,2020,3,28000,30000,8000,0.27,2600,1800,0.06,0.241,0.005,0.019,0.017,0.093,0.122
Arizona,2021,3,31000,31000,6500,0.21,2000,2300,0.07,0.203,0.015,0.007,0.066,0.054,0.106
Arizona,2022,3,25000,25000,1900,0.08,2900,2100,0.08,0.064,0.009,0.011,0.045,0.022,0.038
Arizona,2023,3,30000,30000,4600,0.15,3000,790,0.03,0.263,0.005,0.027,0.038,0.181,0.007
Arkansas,2015,3,23000,30000,9000,0.3,500,210,0.01,0.692,0.324,0.009,0.05,0.018,0.014
Arkansas,2016,3,32000,32000,1500,0.05,270,60,0.005,0.807,0.09,0.004,0.079,0.027,0.003
Arkansas,2017,3,29000,29000,6000,0.21,4400,410,0.01,0.614,0.091,0,0.17,0.093,0.023
Arkansas,2018,3,29000,29000,2300,0.08,2600,840,0.03,0.299,0.078,0.001,0.176,0.005,0.006
Arkansas,2019,3,20000,21000,2100,0.1,170,680,0.03,0.532,0.197,0.068,0.505,0.069,0.393
Arkansas,2020,3,19000,22000,1700,0.08,1500,390,0.02,0.339,0.156,0.039,0.139,0.013,0.086
Arkansas,2021,3,20000,20000,1800,0.09,2400,1700,0.09,0.423,0.329,0.032,0.306,0.058,0.049
Arkansas,2022,3,26000,26000,4400,0.17,2100,370,0.01,0.251,0.126,0.005,0.13,0.07,0.048
Arkansas,2023,3,19500,34000,1000,0.03,3600,390,0.01,0.386,0.167,0.031,0.243,0.05,0.042
California,2015,3,730000,800000,76000,0.1,40000,93000,0.12,0.399,0.204,0.125,0.196,0.15,0.047
California,2016,3,740000,820000,82000,0.1,33000,78000,0.1,0.422,0.178,0.085,0.188,0.104,0.069
California,2017,3,590000,670000,67000,0.1,73000,74000,0.11,0.423,0.158,0.056,0.134,0.101,0.036
California,2018,3,590000,700000,73000,0.1,63000,141000,0.2,0.573,0.066,0.045,0.178,0.12,0.036
California,2019,3,650000,700000,93000,0.13,87000,108000,0.15,0.49,0.115,0.087,0.16,0.111,0.032
California,2020,3,640000,700000,69000,0.1,61000,108000,0.15,0.339,0.114,0.073,0.063,0.081,0.036
California,2021,3,650000,680000,25000,0.04,47000,51000,0.08,0.396,0.165,0.142,0.13,0.11,0.05
California,2022,3,590000,660000,24000,0.04,11000,57000,0.09,0.304,0.072,0.043,0.062,0.098,0.079
California,2023,3,570000,600000,32000,0.05,21000,61000,0.1,0.221,0.026,0.023,0.037,0.044,0.023
Colorado,2015,3,29000,30000,4500,0.15,1400,1400,0.05,0.505,0.015,0.027,0.165,0.037,0.027
Colorado,2016,3,33000,37000,6500,0.18,1100,740,0.02,0.493,0.224,0.168,0.246,0.106,0.001
Colorado,2017,3,35000,42000,4300,0.1,2900,6410,0.15,0.529,0.014,0.026,0.091,0.078,0.014
Colorado,2018,3,34000,35000,5000,0.14,1500,5000,0.14,0.726,0.166,0.056,0.029,0.085,0.045
Colorado,2019,3,33000,36000,9500,0.26,2200,3400,0.09,0.798,0.125,0.048,0.102,0.094,0.01
Colorado,2020,3,29000,29000,7000,0.24,3800,5500,0.19,0.231,0.011,0.005,0,0.063,0.198
Colorado,2021,3,22000,22000,1700,0.08,1500,750,0.03,0.078,0.005,0.029,0,0.064,0.008
Colorado,2022,3,21000,24000,2800,0.12,5000,120,0.01,0.144,0,0.005,0,0.022,0.054
Colorado,2023,3,23000,26000,6500,0.25,170,2300,0.09,0.451,0.005,0.031,0.126,0.129,0.005
Connecticut,2015,3,3700,3700,50,0.01,190,440,0.12,0.393,0.012,0.004,0.015,0.078,0.005
Connecticut,2016,3,3100,3100,270,0.09,890,180,0.06,0.188,0.016,0,0.002,0.05,0.008
Connecticut,2017,3,3500,3500,130,0.04,50,20,0.01,0.251,0.015,0.001,0,0.13,0
Connecticut,2018,3,3200,3200,130,0.04,80,310,0.1,0.13,0,0,0.014,0.025,0.012
Connecticut,2019,3,4400,4400,200,0.05,70,470,0.11,0.243,0.069,0.024,0,0.039,0.005
Connecticut,2020,3,4700,4700,300,0.06,130,150,0.03,0.202,0.014,0,0,0.04,0
Connecticut,2021,3,4200,4200,120,0.03,140,170,0.04,0.164,0.008,0.007,0.039,0.024,0.059
Connecticut,2022,3,4300,4300,90,0.02,80,180,0.04,0.094,0.033,0.005,0.01,0.046,0.005
Connecticut,2023,3,3700,4100,120,0.03,140,150,0.04,0.11,0.005,0.001,0.005,0.007,0.005
Florida,2015,3,164000,220000,36000,0.16,37000,29000,0.13,0.395,0.217,0.067,0.229,0.219,0.034
Florida,2016,3,200000,220000,25000,0.11,62000,14500,0.07,0.451,0.234,0.027,0.099,0.085,0.018
Florida,2017,3,176000,180000,39000,0.22,39000,42000,0.23,0.429,0.132,0.037,0.063,0.114,0.215
Florida,2018,3,197000,220000,30000,0.14,53000,40000,0.18,0.35,0.205,0.042,0.076,0.143,0.098
Florida,2019,3,210000,240000,20000,0.08,46000,33000,0.14,0.449,0.207,0.063,0.182,0.117,0.108
Florida,2020,3,220000,230000,29000,0.13,36000,31000,0.13,0.422,0.199,0.128,0.148,0.079,0.109
Florida,2021,3,235000,255000,39000,0.15,34000,27000,0.11,0.434,0.205,0.071,0.141,0.114,0.087
Florida,2022,3,245000,285000,58000,0.2,38000,29000,0.1,0.565,0.308,0.017,0.139,0.142,0.166
Florida,2023,3,245000,290000,34000,0.12,44000,21000,0.07,0.28,0.166,0.072,0.083,0.101,0.101
Georgia,2015,3,108000,110000,13000,0.12,19500,15500,0.14,0.476,0.162,0.036,0.212,0.089,0.036
Georgia,2016,3,102000,103000,13000,0.13,12500,2300,0.02,0.307,0.164,0.024,0.121,0.076,0.045
Georgia,2017,3,121000,122000,15500,0.13,19000,23000,0.19,0.476,0.18,0.023,0.141,0.151,0.069
Georgia,2018,3,134000,138000,17000,0.12,27000,33000,0.24,0.498,0.204,0.024,0.277,0.06,0.072
Georgia,2019,3,116000,118000,13000,0.11,12000,36000,0.31,0.525,0.186,0.016,0.258,0.171,0.046
Georgia,2020,3,150000,163000,23000,0.14,22000,35000,0.21,0.496,0.225,0.035,0.034,0.053,0.13
Georgia,2021,3,116000,123000,22000,0.18,28000,35000,0.28,0.639,0.322,0.048,0.12,0.134,0.076
Georgia,2022,3,118000,118000,23000,0.19,18500,39000,0.33,0.494,0.214,0.07,0.056,0.163,0.101
Georgia,2023,3,126000,133000,23000,0.17,17000,10500,0.08,0.344,0.16,0.01,0.064,0.097,0.111
Idaho,2015,3,80000,128000,14000,0.11,5500,11500,0.09,0.468,0.052,0.017,0.1,0.022,0.064
Idaho,2016,3,79000,131000,13000,0.1,1900,2800,0.02,0.253,0.047,0.045,0.076,0.06,0.033
Idaho,2017,3,89000,116000,12000,0.1,9000,16500,0.14,0.537,0.191,0.067,0.155,0.095,0.051
Idaho,2018,3,82000,101000,14000,0.14,15000,21000,0.21,0.836,0.054,0.146,0.265,0.138,0.057
Idaho,2019,3,95000,111000,10500,0.09,8500,12500,0.11,0.599,0.154,0.217,0.099,0.185,0.008
Idaho,2020,3,70000,85000,11000,0.13,18500,8500,0.1,0.45,0.026,0.067,0.109,0.09,0.038
Idaho,2021,3,86000,135000,3500,0.03,7000,3000,0.02,0.552,0.018,0.026,0.07,0.07,0.015
Idaho,2022,3,104000,112000,9500,0.08,3500,12000,0.11,0.44,0.049,0.05,0.098,0.095,0.037
Idaho,2023,3,125000,154000,8000,0.05,1800,11000,0.07,0.183,0.031,0.044,0.017,0.018,0.017
Illinois,2015,3,14000,14000,1400,0.1,1300,1100,0.08,0.077,0.03,0.006,0.004,0.034,0.01
Illinois,2016,3,11000,11000,1300,0.12,850,310,0.03,0.174,0.079,0.007,0.043,0.029,0.016
Illinois,2017,3,13000,13000,1100,0.08,710,1200,0.09,0.299,0.142,0.028,0.028,0.046,0.033
Illinois,2018,3,11000,11000,660,0.06,700,420,0.04,0.212,0.106,0.021,0.051,0.015,0.07
Illinois,2019,3,13500,13500,940,0.07,460,1300,0.1,0.359,0.083,0.007,0.025,0.055,0.115
Illinois,2020,3,14000,14000,1400,0.1,770,690,0.05,0.281,0.156,0.018,0.049,0.066,0.084
Illinois,2021,3,14500,14500,680,0.05,640,1200,0.08,0.377,0.095,0.014,0.033,0.044,0.057
Illinois,2022,3,12500,12500,1100,0.09,730,770,0.06,0.374,0.201,0.007,0.118,0.014,0.1
Illinois,2023,3,12000,12000,950,0.08,360,870,0.07,0.359,0.122,0.012,0.05,0.026,0.047
Indiana,2015,3,15000,15000,1600,0.11,1400,420,0.03,0.137,0.103,0.048,0.082,0.01,0.062
Indiana,2016,3,9500,9500,600,0.06,450,550,0.06,0.504,0.124,0.012,0.006,0.025,0.012
Indiana,2017,3,13000,13000,930,0.07,420,740,0.06,0.139,0.059,0.004,0.039,0.038,0.02
Indiana,2018,3,11500,11500,990,0.09,520,1200,0.1,0.295,0.122,0.014,0.206,0.05,0.005
Indiana,2019,3,14000,16000,1000,0.06,2200,1500,0.09,0.557,0.152,0.03,0.231,0.192,0.014
Indiana,2020,3,15000,15000,1600,0.11,1200,2700,0.18,0.414,0.12,0.017,0.245,0.007,0.013
Indiana,2021,3,16500,16500,1700,0.1,770,1400,0.08,0.393,0.237,0.052,0.174,0.019,0.023
Indiana,2022,3,14000,14000,650,0.05,370,1300,0.09,0.498,0.047,0.005,0.412,0.029,0.023
Indiana,2023,3,14500,15500,440,0.03,150,1100,0.07,0.409,0.121,0.018,0.087,0.018,0.005
Iowa,2015,3,29000,37000,3000,0.08,640,680,0.02,0.174,0.058,0.001,0.047,0.056,0.034
Iowa,2016,3,50000,50000,5500,0.11,10500,2400,0.05,0.326,0.034,0.008,0.167,0.024,0.056
Iowa,2017,3,40000,43000,2200,0.05,2100,4000,0.09,0.172,0.072,0.024,0.039,0.04,0.022
Iowa,2018,3,56000,57000,3600,0.06,1200,990,0.02,0.299,0.098,0.085,0.004,0.019,0.004
Iowa,2019,3,30000,33000,3400,0.1,2000,4800,0.15,0.394,0.071,0.058,0.263,0.278,0.036
Iowa,2020,3,34000,38000,1800,0.05,1100,2900,0.08,0.491,0.294,0.039,0.063,0.045,0.005
Iowa,2021,3,37000,54000,4500,0.08,1000,130,0.005,0.075,0.016,0.028,0.059,0.005,0.022
Iowa,2022,3,52000,53000,650,0.01,590,830,0.02,0.051,0.031,0.024,0.021,0.024,0.021
Iowa,2023,3,71000,71000,1800,0.03,670,720,0.01,0.244,0.007,0.005,0.146,0.02,0.144
Kansas,2015,3,9000,9500,1000,0.11,100,160,0.02,0.225,0.162,0.002,0.141,0.148,0.017
Kansas,2016,3,8000,8000,2600,0.33,310,190,0.02,0.428,0.255,0.141,0.291,0.045,0.026
Kansas,2017,3,7000,7000,1700,0.24,1400,1000,0.14,0.654,0.526,0.148,0.203,0.011,0.074
Kansas,2018,3,6000,6000,950,0.16,300,180,0.03,0.768,0.511,0.066,0.08,0.237,0.079
Kansas,2019,3,7500,7500,1900,0.25,190,400,0.05,0.675,0.338,0.218,0.239,0.012,0.005
Kansas,2020,3,7000,7000,910,0.13,600,730,0.1,0.938,0.248,0.156,0.341,0.021,0.005
Kansas,2021,3,9000,9000,1600,0.18,500,1300,0.14,0.668,0.311,0.101,0.149,0.177,0.147
Kansas,2022,3,7000,7000,1000,0.14,370,140,0.02,0.506,0.073,0.027,0.308,0.024,0.173
Kansas,2023,3,3300,5500,400,0.07,150,80,0.01,0.708,0.236,0.007,0.203,0.051,0.01
Kentucky,2015,3,10000,10000,1300,0.13,170,550,0.06,0.404,0.113,0.012,0.065,0.09,0.02
Kentucky,2016,3,7500,7500,1000,0.13,900,230,0.03,0.423,0.257,0.009,0.115,0.074,0.045
Kentucky,2017,3,9000,9000,1600,0.18,450,700,0.08,0.464,0.392,0.046,0.006,0.103,0.062
Kentucky,2018,3,6500,7000,840,0.12,300,660,0.09,0.471,0.265,0.016,0.015,0.045,0.076
Kentucky,2019,3,8000,8500,850,0.1,700,430,0.05,0.292,0.176,0.004,0.052,0.079,0.086
Kentucky,2020,3,11500,12000,1400,0.12,800,510,0.04,0.233,0.04,0.014,0.016,0.024,0.051
Kentucky,2021,3,10500,10500,1100,0.1,900,740,0.07,0.394,0.182,0.006,0.005,0.012,0.11
Kentucky,2022,3,13500,13500,820,0.06,980,1400,0.1,0.261,0.172,0,0,0.175,0.223
Kentucky,2023,3,8000,8000,740,0.09,660,540,0.07,0.354,0.096,0.021,0.072,0.05,0.033
Louisiana,2015,3,50000,55000,2000,0.04,2300,1800,0.03,0.259,0.023,0.005,0.016,0.03,0.002
Louisiana,2016,3,51000,60000,7000,0.12,2600,2100,0.04,0.395,0.261,0.005,0.016,0.096,0.007
Louisiana,2017,3,64000,64000,13500,0.21,14500,34000,0.53,0.592,0.745,0.003,0.016,0.04,0.149
Louisiana,2018,3,53000,53000,1900,0.04,1600,2300,0.04,0.313,0.299,0.002,0.017,0.01,0.016
Louisiana,2019,3,42000,44000,4100,0.09,4400,13000,0.3,0.671,0.668,0.004,0.57,0.025,0.027
Louisiana,2020,3,48000,48000,2600,0.05,1200,3100,0.06,0.272,0.144,0.047,0.008,0.036,0.034
Louisiana,2021,3,29000,31000,2300,0.07,1300,2800,0.09,0.08,0.023,0,0,0.006,0.06
Louisiana,2022,3,41000,55000,4500,0.08,4900,3100,0.06,0.519,0.17,0.009,0.005,0.019,0.039
Louisiana,2023,3,46000,46000,3300,0.07,4600,6000,0.13,0.294,0.205,0.005,0,0.056,0.02
Maine,2015,3,6000,6000,450,0.08,410,140,0.02,0.099,0.034,0.132,0.005,0.026,0.078
Maine,2016,3,5500,5500,420,0.08,240,140,0.03,0.093,0.001,0.002,0,0.006,0
Maine,2017,3,5500,6000,400,0.07,210,290,0.05,0.034,0.009,0.009,0.039,0.012,0.001
Maine,2018,3,12500,12500,890,0.07,60,170,0.01,0.37,0.01,0.011,0,0.035,0.005
Maine,2019,3,11500,12000,1100,0.09,460,3500,0.29,0.101,0.007,0.001,0,0.002,0.001
Maine,2020,3,9500,10000,1500,0.15,700,820,0.08,0.652,0.025,0.007,0,0.046,0.062
Maine,2021,3,10000,10000,1400,0.14,380,210,0.02,0.187,0,0.005,0.05,0.17,0
Maine,2022,3,11000,11000,6500,0.59,310,350,0.03,0.602,0.01,0.518,0.518,0.005,0.005
Maine,2023,3,6000,6000,1400,0.23,40,220,0.04,0.173,0.005,0,0,0.005,0
Maryland,2015,3,7000,7500,680,0.09,730,70,0.01,0.269,0.191,0.029,0.228,0.071,0.02
Maryland,2016,3,7000,7000,200,0.03,400,20,0.005,0.108,0.048,0.001,0.007,0.006,0.016
Maryland,2017,3,8500,8500,1600,0.19,1300,600,0.07,0.088,0.101,0.007,0.016,0.051,0.091
Maryland,2018,3,7500,7500,360,0.05,580,680,0.09,0.117,0.06,0.003,0.006,0.011,0.038
Maryland,2019,3,7500,7500,790,0.11,720,1200,0.16,0.267,0.027,0,0.003,0.051,0.014
Maryland,2020,3,7500,7500,690,0.09,1200,220,0.03,0.176,0.048,0.005,0.005,0.006,0.029
Maryland,2021,3,6000,6000,490,0.08,300,170,0.03,0.2,0.136,0.005,0.005,0.007,0.015
Maryland,2022,3,4500,4800,510,0.11,600,1300,0.27,0.619,0.361,0.046,0.045,0.034,0.031
Maryland,2023,3,4100,4200,170,0.04,400,840,0.2,0.329,0.134,0,0.041,0.041,0.016
Massachusetts,2015,3,7500,7500,560,0.08,290,400,0.05,0.163,0.029,0.004,0.021,0.025,0.003
Massachusetts,2016,3,9500,9500,530,0.06,450,40,0.005,0.141,0.087,0.068,0.001,0.034,0.079
Massachusetts,2017,3,9000,9000,760,0.08,790,460,0.05,0.82,0.009,0.007,0.023,0.008,0.001
Massachusetts,2018,3,8000,10000,2200,0.22,850,730,0.07,0.759,0.112,0.107,0.101,0.011,0.103
Massachusetts,2019,3,13500,13500,1100,0.08,800,560,0.04,0.13,0.029,0.002,0.005,0.007,0.073
Massachusetts,2020,3,11000,11000,330,0.03,840,810,0.07,0.297,0.016,0.015,0.008,0.012,0.007
Massachusetts,2021,3,13000,13000,1100,0.08,1700,1200,0.09,0.23,0.087,0.006,0.015,0.005,0.045
Massachusetts,2022,3,9000,9000,400,0.04,350,610,0.07,0.208,0.049,0.015,0.005,0.075,0.005
Massachusetts,2023,3,9000,9000,380,0.04,160,470,0.05,0.174,0.033,0.018,0,0.007,0.007
Michigan,2015,3,89000,89000,7000,0.08,3300,3800,0.04,0.446,0.163,0.073,0.137,0.018,0.088
Michigan,2016,3,108000,108000,15000,0.14,11000,9500,0.09,0.641,0.251,0.003,0.091,0.065,0.027
Michigan,2017,3,103000,109000,17500,0.16,4300,11500,0.11,0.568,0.119,0.086,0.137,0.15,0.029
Michigan,2018,3,88000,88000,8000,0.09,3000,22000,0.25,0.924,0.138,0.011,0.238,0.195,0.186
